,itemid,name,overallRating,reviewText,submissionTime,title,upVotes,downVotes,reviewer
44,15162472,Igloo 3.2 cu. ft. 2-Door Refrigerator and Freezer,4,"Got this fridge to store growlers of beer and some other things that don't fit in our freezer. Unlike other mini-fridges without the separate freezer door, this freeze actually keeps things near normal freezer temperatures. Was able to fit 6 growlers in the fridge by taking out one of the shelves. Smelled like hot oil for a few days after we got it, not super quiet but not annoyingly loud either.",2011-06-05T19:16:03,Very respectable fridge,70,9,FixItOnSaturday
45,15162471,"Igloo 4.5 cu. ft. Refrigerator and Freezer, Stainless Steel",4,"The Igloo 4.6 cuft mini fridge worked right out of the box. No set up.
It comes with the hardware necessary to swap the hinges if you prefer the door swing open from right to left. It comes with the door mounted on the right side. The space is used effeciently to store various sized food objects. I purchased on-line and it turned out to be too large for my purposes of just storing drinks upstairs. It costs $45 a year in electricity to run the mini fridge 24/7.
It is free of harmful liquids and the compressor design is simplistic and effective. The temperature is adjustable and it comes with an ice tray and a small freezer area.
Also made by an American company and cheaper than most brands.",2011-06-11T20:04:06,11 June 2011,184,16,EricL1985
46,15162471,"Igloo 4.5 cu. ft. Refrigerator and Freezer, Stainless Steel",5,"I purchased this product with out any review at all, so I am not sure if it is good since it's a new product for Igloo, but, since I've known them for great makers of coolers I gamble my money for it, and it is a winner. every thing on it are nice, at first you could smell a little bit of, like a melting plastic, but after a few days of running the smell was gone.it really cools my drink even in the lowest temperature setting, Great product and great price.",2011-04-04T12:29:08,Great Product,90,13,jhundevill
47,15162471,"Igloo 4.5 cu. ft. Refrigerator and Freezer, Stainless Steel",1,"I received the first Igloo refrigerator in a timely fashion but it was delivered in a damaged box with a dented front door. The item appeared to have been reboxed. A replacement was sent and the original picked up, but the second unit arrived again with a damaged door (although the box was undamaged). When the third refrigerator arrived damaged (on the side of the door) I accepted a partial credit and kept it. It only took a day to determine that it didn't work. It seemed to be a malfunctioning thermostat control. My patience depleted I asked for a refund. Through the entire process customer support was outstanding. The Walmart representatives were courteous and extremely helpful. They expedited the multiple deliveries and returns and seemed to follow the dictum ""the customer is king"". The damage to the refrigerator appeared to be allowed by inadequate packaging and not careless handling. Although I will never again order an Igloo product I will certainly consider ordering from Walmart.com.",2012-10-30T15:50:38,"Awful product, Great support",48,2,OldEightyFour
48,15162471,"Igloo 4.5 cu. ft. Refrigerator and Freezer, Stainless Steel",4,"Excellent value. Holds 2 gallons of milk. Perfect for a bachelor that does not need a full size refrigerator. The freezer section could be a little more robust, though.",2011-03-09T06:14:50,Igloo Stainless,75,19,BigInk
49,15162471,"Igloo 4.5 cu. ft. Refrigerator and Freezer, Stainless Steel",5,"I absoultely love this fridge. I bought it back in feb and it is still working just fine. It gets your food and drinks real cold like a regular size fridge. It is perfect for your room or office. One con is that the freezer area is very small. you can't fit more than two big items in it but other than that, its a good fridge for your money. I love it! And im thinking about buying another one. I would definitely recommend this fridge to someone",2011-06-06T11:57:56,Great fridge,60,12,LivingLife5
50,34157153,Coca Cola 10-Can Retro Vending Fridge,5,It works great with any pop you put in it!,2015-07-08T11:03:34,coca cola frig,6,0,coolchris2536
51,34157153,Coca Cola 10-Can Retro Vending Fridge,5,I bought this for my husbands man cave.He loves it.It keeps his drinks cold and it looks great too.,2015-08-02T18:59:34,Awesome :),3,0,Kathy
52,34157153,Coca Cola 10-Can Retro Vending Fridge,1,"Not quite as cold as refrigerator, but keeps colas plenty cool for drinking. Attractive retro appliance.",2015-03-02T08:10:28,Cute cooler for sodas,5,19,Drinkerofcolas
53,34157153,Coca Cola 10-Can Retro Vending Fridge,1,this machine is so beautiful and the best it works. i love it.,2014-12-03T15:56:44,endeless fun,12,40,
54,19423449,"Igloo Eraser Board Refrigerator, 3.2 cu ft",5,"I bought this refrigerator for me and my roommate to share in our dorm room. The day we moved in we plugged it in, it was cold enough for us to start storing food within 30 minutes. The 2 shelves move which is a nice touch. It is also very usable with the whole fridge being dry erase! It is a great fridge for the value! When I purchased it I only payed $99.99. For that price it is worth it. For the $109.99 it is listed at the moment I am not sure if it is worth that price. It weighs about 50 so it is hard to move around. I would recommend this fridge for any college dorm room! P.S. the fridge does not make any noise!",2012-09-01T16:31:22,Outstanding!,99,8,SugarPlum1234
55,19423449,"Igloo Eraser Board Refrigerator, 3.2 cu ft",5,So far this is a great little fridge. We use this as a company shared fridge so it is handy to have the ability to write reminders on outside. There's lots of compartments and it is fairly large inside despite it's outward appearance.,2012-03-02T07:21:19,02 March 2012,45,2,Deepblueshe
56,19423449,"Igloo Eraser Board Refrigerator, 3.2 cu ft",1,It is too noisy to be kept in my bedroom. I will return it soon.,2012-02-09T09:50:05,Too noisy,45,18,Batux
57,19423449,"Igloo Eraser Board Refrigerator, 3.2 cu ft",3,"This is a great size refrigerator for small spaces and the eraser board door is a nice touch. But I am so disappointed in the freezer. It is a very small space which I expected, but it will not even freeze a tray of ice cubes! We have decided returning it is too much work and we like the refrigerator space and layout so we will treat it as a refrigerator with no freezer compartment at all.",2012-07-22T15:57:20,Good size frig; freezer is a waste!,21,2,jklms
58,19423449,"Igloo Eraser Board Refrigerator, 3.2 cu ft",4,The freezing part is not cold enough.,2012-02-02T20:57:57,02 February 2012,34,13,Scheme
59,24309897,"Igloo 3.2 cu ft Refrigerator, Platinum",5,"The Igloo refrigerator is great. It is a good size that fits good in my office cubicle. It has a nice appearance and keeps my food cold. Overall, i am glad that i bought it. In addition, the price is great! I'm glad that i chose this one instead of a higher priced one. I would definitely recommend this item to anyone who is looking for a refrigerator for their office.",2013-08-10T19:51:08,Great item for great price,78,6,diegodogsmom
60,24309897,"Igloo 3.2 cu ft Refrigerator, Platinum",5,"This is a great product and I'm enjoying having it. It shipped pretty quick. I ordered it one day and it was delivered the very next day. I also got it for a great price, under $100. There is a lot of room inside. You can place the shelves exactly where you'd like them. I have three pitchers inside with drinks along with bottles of water and other items and there's still a lot of room to store things. I live with other people so I have this product stored in my room. Works for me because I have my own privacy with the product.",2013-11-14T19:24:12,Great refrigerator for personal use and privacy,40,0,BabyK525Spurs
61,24309897,"Igloo 3.2 cu ft Refrigerator, Platinum",5,"I bought 40 units,( I do own a Hotel), they are a great price and very durable from what I can tell now.",2013-09-16T09:37:38,16 September 2013,30,1,Malvino
62,24309897,"Igloo 3.2 cu ft Refrigerator, Platinum",3,"The fridge does the job. Keeps my food cold and is small enough to fit in my dorm room. The 'platinum' front looks pretty cheap, I wish I had gone for one that was all black or actual metal on the door. Also wish I had splurged for a better freezer section. This fridge has a 'freezer compartment' but didn't keep my ice cream frozen. Works fine so far as a compact fridge, though.",2013-09-15T09:30:17,It's okay... does the job,21,1,gradstudentdc
63,24309897,"Igloo 3.2 cu ft Refrigerator, Platinum",5,"I bought this refrigerator for my teenage son. It is great for keeping stocked with Soda. There is a special place in the door for cans and 2 liter bottle....and still plenty of shelf space. We are also very pleased with the appearance , it is very sleek and modern looking.",2013-11-19T04:00:07,Great Little Fridge,15,0,6ofus2011
64,40741375,"Danby Designer 4.4 cu ft Compact All Refrigerator, Spotless Silver",5,"Refrigerator came in perfect condition double boxed. Danby's box had a layer of styrofoam around the refrigerator (standard). But there was also a Walmart box with another layer of styrofoam. I had received another refrigerator with just the brand's box in the past so I was glad to see an extra layer of protection.

There is a lot of room in this refrigerator and one thing I like is there is no freezer that takes up space. The back wall is the source of refrigeration (cooling plates) and it automatically defrosts itself via a water outlet. The water collects in a heated drain pan towards the back where it evaporates. There is a light bulb as well.",2015-01-29T18:35:16,Works great!,28,2,Tman
65,40741375,"Danby Designer 4.4 cu ft Compact All Refrigerator, Spotless Silver",1,"I'm having to return this Danby manufactured product because even at the maximum cold temperature setting it is barely able to keep food at the safe temperature and only at the bottom shelf. It is not able to keep food at a safe temperature on the second or the top shelf. I hope I simply got a defective one. I need an all-refrigerator compact unit for my small house that fits under one tall counter. I have an all-freezer unit under a second counter and I like having counter space. I had a Danby manufactured unit that was 5.7 cubic feet that I bought in 2010, but it died on me--only 5 years old. Ironically, that one began to freeze everything below 32 degrees and would not hold fridge temperature of between 36-39 degrees.",2015-05-21T10:47:12,Not able to keep safe temperature,13,1,pgarciasilver
66,40741375,"Danby Designer 4.4 cu ft Compact All Refrigerator, Spotless Silver",5,GREAT LITTLE FRIG,2015-05-09T12:22:51,WILL BUY ANOTHER,7,2,BOSSHOG
67,40741375,"Danby Designer 4.4 cu ft Compact All Refrigerator, Spotless Silver",5,"Works great. Excellent packing job, no nicks dings or scratches. Plenty of room.",2015-06-05T05:15:23,Great little refridgerator,6,0,FishInc
68,40741375,"Danby Designer 4.4 cu ft Compact All Refrigerator, Spotless Silver",5,"We received this about a week ago and were a bit apprehensive initially. The delivery person dropped the box on the sidewalk and then rolled the box up our front steps. The item was so well packaged that there were no obvious signs of damage from this rough handling. After unwrapping it and placing the refrigerator in its current location, we waited several hours before plugging it in. So far everything seems to be just fine. It maintains a decent temperature for all of the items that I want to store in it. The temperature on the lower shelves is 40 degrees and on the top shelf about 45, which is fine for me. I love the fact that the shelves are glass and two can be placed on a number of different levels. The can holders on the door are far more useful than most arrangements that I have seen in other compact refrigerators. This unit has great features, is easy to clean and maintain, and provides the extra refrigerated storage space that we need when we have guests. No negatives to report so far!",2015-07-08T11:29:35,Very Useful Compact Refrigerator,6,1,ColmanKat
69,15162470,"Igloo 4.5 cu. ft. Refrigerator and Freezer, FR464",3,"I had to return and re-order this 4.6 cubic ft. Igloo refrigerator because it came damaged to the store. It was ordered online with the Site to Store option. It looked to us like it had been returned and repackaged before shipping to us. We were very disappointed, because we were hoping to use this refrigerator for family guests that were coming to visit that week. Walmart was very good about refunding us, and the new refrigerator we ordered afterwards arrived in good condition. This time we ordered another 4.6 cubic ft. Igloo refrigerator in Stainless Steel instead of white. We were given a $10 credit for our next online purchase for the inconvenience. The new refrigerator is fine, although the picture on the website is totally different from the actual model. There are only 2 adjustable shelves - not three - and the door configuration of shelving and can holders is completely different.",2011-05-28T15:41:53,Igloo 4.6 Cubic Fridge -Item Came Damaged to Store,65,4,Consumer17
70,15162470,"Igloo 4.5 cu. ft. Refrigerator and Freezer, FR464",2,"the item was smashed in the back corner when I rec'd. it at my residence. at first I was willing to go ahead and keep it as I didn't think it would affect the performance (was just going to put it in my basement workroom) but then noticed it wasn't getting/staying cool enough and it was then that I noticed the bottom of the door wasn't shutting all the way when I closed the door (didn't have a good seal). the door appeared to be twisted (not flat). even though I didn't relish the idea of having to haul it back to local Wal-Mart, I decided to take it back. didn't have any problem getting money back. didn't want to chance ordering another one with the possibility of the same thing happening so I opted to buy one from that Wal-mart for a little more money, I got the 4.5 Black/Decker one and it is so much nicer. The shelves are glass versus the flimsy wire ones in the Igloo one (the wire shelves bowed in the middle when I put a carton of juice on them). the B/D one is a better value",2013-08-02T19:25:58,poor quality,26,2,snoopy99
71,15162470,"Igloo 4.5 cu. ft. Refrigerator and Freezer, FR464",4,The only negative is the shelving. Should have one more shelf,2011-05-01T14:01:28,Igloo Mini Fridge,23,1,newarkbob
72,15162470,"Igloo 4.5 cu. ft. Refrigerator and Freezer, FR464",4,"Bought current model to replace the same model I damaged in trying to defrost it. The damage to the earlier one was totally preventable and caused by me and me alone in my haste to defrost it - by scraping with a putty knife. (That's a no no!) Had I not been so impatient, it would probably still be in service.

The freezer tray in this one is flimsey plastic whereas the the earlier one was made of metal and had refrigerant running through. So foodstuff, or cold packs as in my case, could be placed on a frozen shelf. The re-design has no metal inside; the freezer refrigerant passes overhead above the plastic. I much prefer the original design.

This 4.6 cu. ft. unit still has the largest volume for the price. But the coldest this one gets is around 37.6 degrees F. Also, this current model seems to have frosted too quickly possibly preventing low temp. The frost is kinda like a blanket with the trapped air, retaining warmth. Had the MFR retained the original design, I would have rated this refrig/freezer Excellent (5 stars) vice just Good - 4 stars.",2012-12-05T09:51:25,Unwelcomed Design Change,17,0,
73,15162470,"Igloo 4.5 cu. ft. Refrigerator and Freezer, FR464",1,This product didn't work from the moment it was removed from the box and plugged in. The manual was poorly written and didn't give any suggestions on what to do to make it work (if it was operator error). Wal-Mart was great about taking it back and refunding the money.,2011-05-08T20:00:17,Product Didn't Work From The Start,21,8,KVDude
74,19895933,Igloo 1.6-cu ft Refrigerator,4,"The only thing I would change is the theromstat is found on the back of the fridge,so you have to pull it out to adjust the temp. Once you get it set you are good to go.",2012-07-22T10:47:17,Nice little fridge !,78,4,Shishy
75,19895933,Igloo 1.6-cu ft Refrigerator,5,"There were cheaper models, but not as highly rated, and we already had tossed one of those ""budget"" deals we bought on sale less than 2 years into use. This fits perfectly under a desk at work, so no need to go into that scary ""netherworld"" called the office fridge to get lunch!",2012-06-28T05:56:20,"So far, so good!",129,20,blackandwhitehouse
76,19895933,Igloo 1.6-cu ft Refrigerator,5,We use this in our bedroom for our insulin and for water/diet pop. It is a little noisy but keeps everything very cold. Exterior is very nice quality.,2012-07-11T05:28:27,Good Value for the Price,62,7,Womanattop
77,19895933,Igloo 1.6-cu ft Refrigerator,1,"Well, I got the refer and it looked very nice. I plugged it in, and it started to get cold really fast, so I decided to see where the temperature control was set. What do you know? No control anywhere. So, I called the distributor with the question ""did they eliminate the temp control, or did they forget to put it in this refer. I had to call twice because the person that answered the phone hardly spoke english and didn't understand the question. Neither person could understand my simple question. (By the way, Igloo is not the maker of this unit and cannot answer any question. They suggest calling the number on the literature which is where all the non english understanding people work) So, since I couldn't get an answer to my simple question, I returned it to Walmart and bought a Black and Decker instead. It does have a temp control on it. It is possible that the Igloo I got was a defect, but since I couldn't get an answer on that, I decided that I didn't want to order a second one and find that it too had no temp control.",2013-11-04T07:37:45,Missing Feature,119,36,Bikebirder
78,19895933,Igloo 1.6-cu ft Refrigerator,3,"Bought this fridge as a work expense. I use it to store biohazards that need to be refrigerated and ice packs that need to be frozen. It refrigerates nicely but the freezer barely works. My ice packs went from rock solid, to completely melted in a day.",2012-07-20T04:58:06,"Only buy for fridge, not for freezer",47,8,SSC123
79,15162466,"Igloo 1.7 cu. ft. Refrigerator and Freezer, FR100",5,"I recived the mini fridge as a birthday present.At first I wasn't sure how it would work with it being little,but after I got drinks and stuff to put in it the stuff got nice and cold within a day.I would recomend setting the temp. for 4 or 5.The only things I don't like about it is that the freezer is small which is expected,what I also don't like about it is that when you put a 2 liter bottle in it the bottle touches the shelf and it wouldn't close properly,so I took the shelf out.I also like how I recived it with no damage and the ice cube tray is pretty nice.It is a product that is ""More for your money""It is very apealing.All in all it is a very nice product and I recomend it to all.",2011-03-21T15:51:30,Nice Mini Fridge,231,30,BostonTerrier123
80,15162466,"Igloo 1.7 cu. ft. Refrigerator and Freezer, FR100",4,"I bought this igloo about a month ago. It is very cute and compact. I can store about ten cans of juice in the main part, 6 box juices on the door, some fruit cups or a salad on the rack and tray, and a couple of ice cream bars in the freezer. It is just the right size for my personal use in the office. This is a very good product but beware because other people will want to store their food and beverges in it as well, lol.",2011-03-22T17:25:33,Igloo with a Purpose,136,13,Gilk21
81,15162466,"Igloo 1.7 cu. ft. Refrigerator and Freezer, FR100",5,This is perfect for deployed troops that want a small fridge to keep drinks cold in their hooch. Or anyone that can use a fridge in cramp quarters. It also doubles as a night stand! It was surprisingly light considering it is a refrigerator. I am glad I purchased it.,2011-05-06T08:31:40,Keeps drinks cold in the desert,111,15,XianIAm
82,15162466,"Igloo 1.7 cu. ft. Refrigerator and Freezer, FR100",5,Quiet and works very well. Keeps liquids bone-chilling cold with the thermostat set at 3.,2011-08-14T07:56:28,14 August 2011,38,1,togo54
83,15162466,"Igloo 1.7 cu. ft. Refrigerator and Freezer, FR100",4,"When it arrived I thought it was kinda small, but performance surpassed everything else",2011-04-24T18:25:15,24 April 2011,70,18,shabin
84,36758407,Igloo 3.2-cu. ft. Refrigerator,5,What a nice change from the typical black and stainless mini refrigerators! I bought the orange frig for our home arcade and it looks great with all the other crazy awesome colors that are on various arcade games. It is also a nice complement to the rustic dark maple cabinets that are in the room. So far it works great and is much quieter than our last mini frig.,2014-10-29T12:43:33,Adorable for a refrigerator,29,5,calamityjune
85,36758407,Igloo 3.2-cu. ft. Refrigerator,1,"I bought it for my dorm room. I plugged it and it was working fine for 2 days, it stopped working all of a sudden. I do not recommend it.",2014-09-03T19:42:10,Didn't work.,21,6,TypicalGirl13
86,36758407,Igloo 3.2-cu. ft. Refrigerator,5,"I searched for a while for a new beer fridge for my husband and we found this one and ordered it. Holds a lot more then we thought it would. Looks great in the room. Easy to clean. The shelves move around inside so you can make it fit whatever you need. The freezer is small and comes with the world's smallest ice cube tray, but we just put ice in sandwich baggies for easier access for him.",2014-11-06T20:33:19,Love It!!,28,14,soccerangel
87,36758407,Igloo 3.2-cu. ft. Refrigerator,4,I got the green one. I love it! It did come with a dent in the back corner which made the color start pealing. But I put lime green duct tape on it. Can't see it. Fridge works great not loud and it's in my room. Very happy.,2014-11-21T22:58:09,Lime Love,13,0,Tigeress1989
88,36758407,Igloo 3.2-cu. ft. Refrigerator,5,Not too big but big enough. Got the lime green. Love the color. Big enough to hold a case or so of drinks,2014-11-09T06:39:47,Great fridge!,10,0,Serenity324
89,36758017,"Igloo 5.5-cu. ft. Side-by-Side 2-Door Refrigerator/Freezer, Stainless Steel",5,"The fridge operates well - it is pretty quiet, in my garage, and is able to get very cold. Note that there is a single setting for both the fridge and freezer. The space is also pretty amazing for a fridge of this size, especially the freezer. The only bad thing I can say is in terms of the packaging and/or shipping is that two of the feet on the bottom of the unit were bent - I tried to bend them back into shape, but they are still a bit deformed... if you are picking it up in store, be sure to inspect it closely.",2015-06-07T10:23:15,Great fridge,27,0,shopper
90,36758017,"Igloo 5.5-cu. ft. Side-by-Side 2-Door Refrigerator/Freezer, Stainless Steel",4,"I love this refrigerator! I use it in my cabin in Crown King, Arizona, where space is an issue. It's quiet, looks nice, and the fridge gets nice and cold. The Energy Star rating is pretty good compared to other refrigerators of equal size. The size of the freezer is nice for a part time use cabin. The refrigerator is spacious, however, I haven't found a soda or beer cat that will fit in the door's despenser rack. Other than that, it's a great refrigerator!",2015-01-26T19:23:33,Great refrigerator for the money!,32,5,Krhoda5
91,36758017,"Igloo 5.5-cu. ft. Side-by-Side 2-Door Refrigerator/Freezer, Stainless Steel",4,"We bought this to have a 2nd fridge. We have a big kitchen, but a big fridge won't fit through our entry doors. We wanted a 2nd fridge in our kitchen, but didn't want to block a window. This looked just right for the available space, and shipping was free with Site-to-Store.

When we picked it up, the box looked a little bit damaged. When we opened it, a couple of loose screws and some shield-type piece of plastic fell out. Long story short, the unit didn't work. Getting it replaced was so simple. We called (over the holiday weekend), and Walmart put in an order for a replacement, and made arrangements for a return at their expense, via a FedEx pickup at our house.

We plugged in the replacement last weekend. The drawers in the freezer have saved me from avalanches of food in our main freezer, and the shelves in the fridge are at least 20"" deep, plenty of space for family pack flats of meat. The door is pretty much dead space, but juice pouches for the kids can be piled into it. The top is attractive, and its flat surface can be used as a counter or storage space.",2015-07-17T12:34:16,2nd time's the charm,27,2,Marie
92,36758017,"Igloo 5.5-cu. ft. Side-by-Side 2-Door Refrigerator/Freezer, Stainless Steel",2,i was very disappointed.when i unpacked this item one of the leveling feet was missing and it had a dent in the door.i am very pleased with the freezer and over all size how ever the door on the refrigerator side is useless.virtually no usable storage space on the door witch is a poor design given the depth of the unit.,2014-08-31T08:38:26,wasted space,49,18,rjbwolf
93,36758017,"Igloo 5.5-cu. ft. Side-by-Side 2-Door Refrigerator/Freezer, Stainless Steel",1,"The first one was physically damaged. It is not packaged very well. The second one looked good, carried it up 3 flights of stairs, waited 24 hours for the oil to settle in the compressor, plugged it in and waited. The next morning I opened the freezer door to an awful smell and no cold. Apparently the refrigerant leaked out of the tubing. Is a great concept, but terrible execution. Very disappointed.",2015-05-23T18:12:06,0 for 2 and gave up.,21,3,steveo570
94,24309896,Igloo 1.6-cu ft Refrigerator,4,"OK, I ordered the ""pink""......DO NOT GO BY THE COLOR ON THE WEB-SITE! It's not right....the pink is......well, PINK. **think Hello Kitty** AND.....I did NOT get the Igloo brand but the Haier brand.....which if you choose pink it WILL be a Haier. OK.....I like this and it will serve the purpose I purchased it for just fine.....HOWEVER #and this is where it lacks a total 5 star review# IF you put a half gallon of milk on the door be prepared to not put much on the bottom shelf and that totally limits the storage of this little fridge. Just be aware.....Other then that it's quiet #so far# and well.....pink and sassy! LOVE IT and the price here was good but I did purchase the extended warranty because you never know. OH! The little freezer is going to be big enough for some ice-cream bars so YEA!",2013-08-21T16:26:54,Not quite a total 5 star......,28,1,nov1118
95,24309896,Igloo 1.6-cu ft Refrigerator,5,"Since being diagnosed with cancer, I have slowly been redoing my bedroom. That's where I spend a great deal of my time now. I have chosen Red and Black as my main colors with Mint Green walls. This refrigerator is perfect in my bedroom to keep cold drinks and fruit within my reach. I was very excited to find it in red and the price was excellent! It's convenient, totally perfect for my situation and is a wonderful conversation piece.",2013-08-30T04:00:53,Handy for my situation.,35,9,MeMom222
96,24309896,Igloo 1.6-cu ft Refrigerator,5,"This refrigerator was a great buy. It is very quiet and keep everything cool. Everyone comments on how they like the color. I am very happy with my purchase, and as always with Walmart, it was delivered early ( arrived in 2 days) just in time before school started.",2013-08-15T19:16:47,Very quiet for office,32,8,FaithfulMama
97,24309896,Igloo 1.6-cu ft Refrigerator,5,"When I picked up the frig the packaging looked like Ace Ventura had delivered it. There was no warranty card in the box, so I will have to address that issue. All said and done there was no visible damage and after using it a couple of weeks everything is still working well. Keeps cokes colder than the big frig, quiet operation, love the color.",2013-08-30T06:25:50,works well,10,3,BoBo1963
98,24309896,Igloo 1.6-cu ft Refrigerator,4,"great looking and on energy saving, the only think I did not like is the size, the size is little larger than others RefG",2013-08-25T09:29:57,"great looking and on energy saving,",9,1,navigate4live
99,40464995,Danby Designer 4.4 cu ft Compact Refrigerator,5,I use it for a beer frig. I can set it down to 30*F. Keeps beer good and cold. It also has a freezer that works great.,2015-06-03T04:46:41,Great refrigerator,16,4,richard
100,40464995,Danby Designer 4.4 cu ft Compact Refrigerator,4,"Bought this for $139 in September 2015. Works great. According to the Canadian EnergyStar rating, it's at the most efficient end of the spectrum. Costco also sells this fridge. It needs some space behind the fridge for it to cool efficiently.",2015-09-18T06:54:04,"Good fridge, great price.",1,0,TaketheLastTrain
101,40464995,Danby Designer 4.4 cu ft Compact Refrigerator,5,This was received just as described. We have put it in and let it cool off. So far it is fine. We will wait for a while to see how it works. For now it is working fine.,2015-10-08T16:27:33,4.4 refrigerator,0,0,MomToAngels43
102,40464995,Danby Designer 4.4 cu ft Compact Refrigerator,4,"Shipped fast, just the right size for the garage. Runs quiet. Works good considering the FedEx guy dropped it off the dolly.",2015-10-10T16:31:27,Fast Shipping,0,0,keys1949
103,40464994,Danby Designer 4.4 cu ft Compact Refrigerator,1,"I moved into a dorm in August and promptly bought a mini fridge, specifically this one. About two months of on and off working the fridge stopped working completely. The fridge was less than 3 months old. I cannot tell you how much I hate their customer service line either, Living in Hawaii and dealing with their ridiculous times has been difficult. I shouldn't have to deal with this type of service. So far when I call they are busy or closed. I would not recommend this fridge, I will never buy another Danby product again.",2015-01-30T14:03:33,Worst mini fridge ever,20,3,worstfridgeever
104,40464994,Danby Designer 4.4 cu ft Compact Refrigerator,1,"I ordered this as a replacement for a Danby that I had for 3 years with no problems, it worked for 3 weeks off and on and then just stopped cooling but the motor kept running continuously I returned to the store (big hassle) but did have nice customer service, I am re-ordering as I am hoping that this instance was a fluke and the second should be okay?? We'll see",2015-06-24T20:34:46,Danby stopped working after 3 weeks,7,0,BevB
105,40464994,Danby Designer 4.4 cu ft Compact Refrigerator,4,Have had this Danby mini fridge for a year and a half. No problems. Quiet & efficient. Only down side must defrost freezer twice a year. Frost builds up until nothing fits into small freezer space.,2015-08-26T12:16:57,good fridge,1,1,spoontooth
106,29461946,"Nostalgia Electrics Retro Series 60-Can Party Cooler Fridge, Red",1,I have been unable to get the party cooler to properly work. I have moved to another location hoping that it will help.,2015-05-27T12:08:33,Problem with cooling,1,0,Yvonne
107,29461946,"Nostalgia Electrics Retro Series 60-Can Party Cooler Fridge, Red",3,"I wish it kept my drinks colder, it registers 32 on display but drinks do not get as cold as my old unit. Also if the power goes out it does not come back on, and when you turn it on you have to reset the thermostat.",2015-06-29T08:13:41,Could be colder,0,0,Lensr
108,22880490,Coca Cola Bottle Fridge,5,Super iconic Coca Cola fridge. Looks great in my new games room. Its well made of a sturdy plastic. I am well impressed with this item.,2015-05-01T23:49:26,Put a can in a bottle!,6,0,UKmickey
109,35855477,"Whynter CUF-210SS Energy Star Stainless Steel Upright Freezer with Lock, 2.1 cu ft",5,"This is a very nice small freezer. It holds a lot more items than I thought it would. After I turned it on, it was down to zero degree in less than four hours. I would recommend it to a friend and I am very happy with it, money well spent. It will only cost about $25.00 a year to run it.",2014-07-11T08:14:33,Ms. Bluejay,21,0,MrCharlieBluejay
110,35855477,"Whynter CUF-210SS Energy Star Stainless Steel Upright Freezer with Lock, 2.1 cu ft",5,"The product is as I had expected and meets all my needs...HOWEVER...I ordered it on line and when I got it home is had 3 bad dings...two on the front and one on the side. For this reason, I am returning the freezer and hopefully, I can get another one without the problems...The biggest problem is that I have 30 people in my home for the entire week of the 4th of July and I NEEDED this freezer...",2014-06-30T19:53:42,Meets my needs...,14,1,Surn
111,35855477,"Whynter CUF-210SS Energy Star Stainless Steel Upright Freezer with Lock, 2.1 cu ft",4,"Freezer works like a champ. But, the factory packaging is inadequate. Returned first freezer due to dents and broken leveling foot. Reordered and second freezer arrived dented. All damage on second unit was cosmetic but very noticible. Walmart offered a significant discount if I kept the freezer so it all worked out.",2014-10-23T15:19:40,Great freezer if you can get shipped w/o damage.,13,0,Idontlikethisrequirement
112,35855477,"Whynter CUF-210SS Energy Star Stainless Steel Upright Freezer with Lock, 2.1 cu ft",4,This was just the size I was looking for. To my dismay it arrived with two quarter size dents right on the front door. Rather than returning it to the store I took pictures of it and showed it to the manager. Being this was not really out in the open I was happy to get a little discount off it. It works very well and most of all it's quiet. I'm pleased with it and the two dents were simply cosmetic.,2014-11-11T03:48:58,Works great but had a little problem.,13,0,PCBirdy
113,35505262,"Avanti 7.4 Cu Ft Apartment Refrigerator, White",2,"I bought the wrong fridge, as this one is NOT FROST FREE, It works, be careful of putting things to the back as it can freeze my pop did!!! So this is not a good thing as you have little space to use as is but this makes it even more less space due to freezing items in the fridge part.
I wish I had bought the frost free other brand as I am away a lot and do not have time to play with the defrost.
So not a happy camper as the add should state in bold print on the site along with anywhere else that it is NOT FROST FREE!!!",2015-10-11T16:22:05,not frost free,0,0,tiny
114,40487631,Danby Designer 1.8 cu ft All Refrigerator,5,"Compact fridge is good looking, very quiet, light weight and overall perfect for dorms/den's and any place you want to keep beverages at your finger tips.",2015-07-05T08:28:56,Danby Compact All Refrigerator,3,1,Dale
115,40487631,Danby Designer 1.8 cu ft All Refrigerator,5,"I bought this mini-fridge for my office. It is great. It's so quiet that you aren't aware it is on. There is plenty of room for drinks, lunch items and assorted condiments. Don't hesitate to get one. It is small in size - but, holds everything you need. Walmart's price is great - and they can ship it to your home or a store near you.",2015-07-30T05:46:55,Great Mini-Fridge !,2,0,Patty
116,40487631,Danby Designer 1.8 cu ft All Refrigerator,5,This is a budget friendly refrigerator with no freezer perfect for cold beverages and cold snacks. It's really quite and it has an energy saver that lower your electric bill!,2015-07-27T12:17:47,Danby Little Fridge,2,1,HendersonGuy
117,40487631,Danby Designer 1.8 cu ft All Refrigerator,4,"Very glad I purchased this product for my husband, keeps beverages cold very well and runs really quite. We have it in our fun room just off the living room and it is so quite that we do not have to turn the volume up on tv and is a great space saver.",2015-08-27T10:46:21,best darn thing for my husband,1,0,plangirl
